name,city,type,beds,rating,specialties,nabh,address,source
CIMS Hospital,Ahmedabad,Private,350,4.4,Cardiac Sciences | Neurology | Gastroenterology | Transplant,true,"Off Science City Road, Sola, Ahmedabad 380060",https://wibest.in/hospitals/ahmedabad/
Shalby Hospital,Ahmedabad,Private,300,4.3,Joint Replacement | Orthopedics | Spine | Sports Medicine,true,"Opp Karnavati Club, SG Highway, Ahmedabad 380015",https://wibest.in/hospitals/ahmedabad/
UN Mehta Institute of Cardiology,Ahmedabad,Government,450,4.5,Cardiac Surgery | Cardiology | Paediatric Cardiac | Heart Transplant,true,"Civil Hospital Campus, Asarwa, Ahmedabad 380016",https://wibest.in/hospitals/ahmedabad/
KD Hospital,Ahmedabad,Private,250,4.2,Cardiac Sciences | Neurology | Gastroenterology | Orthopedics,true,"Vaishnodevi Circle, SG Highway, Ahmedabad 382421",https://wibest.in/hospitals/ahmedabad/
Narayana Multispeciality Ahmedabad,Ahmedabad,Private,300,4.3,Cardiac Sciences | Orthopedics | Neurology | Renal Sciences,true,"Opp Rakhial Police Station, Rakhial, Ahmedabad 380023",https://wibest.in/hospitals/ahmedabad/
SAL Hospital,Ahmedabad,Private,200,4.2,General Medicine | Surgery | Orthopedics | Gynaecology,true,"Opp Doordarshan Tower, Drive-in Road, Thaltej, Ahmedabad 380054",https://wibest.in/hospitals/ahmedabad/
VS General Hospital,Ahmedabad,Government,1200,4.0,General Medicine | Surgery | Trauma | Orthopedics,true,"Ellis Bridge, Ahmedabad 380006",https://wibest.in/hospitals/ahmedabad/
Max Super Speciality Hospital Patparganj,Delhi,Private,400,4.4,Cardiology | Neurology | Oncology | Nephrology | Gastroenterology | Orthopedics,true,"108A, IP Extension, Patparganj, Delhi 110092",https://wibest.in/hospitals/delhi/
Sri Balaji Action Medical Institute,Delhi,Private,300,4.3,Cardiology | Oncology | Neurology | Orthopedics | Nephrology | Urology,true,"FC-34, A-4, Paschim Vihar, New Delhi 110063",https://wibest.in/hospitals/delhi/
Manipal Hospital Dwarka,Delhi,Private,380,4.3,Cardiology | Neurosciences | Oncology | Orthopedics | Gastroenterology | Transplant,true,"Sector 6, Dwarka, New Delhi 110075",https://wibest.in/hospitals/delhi/
Fortis Hospital Shalimar Bagh,Delhi,Private,262,4.3,Cardiology | Neurology | Oncology | Orthopedics | Gastroenterology | Renal Sciences,true,"AA-299, Shaheed Udham Singh Marg, Shalimar Bagh, Delhi 110088",https://wibest.in/hospitals/delhi/
Holy Family Hospital,Delhi,Trust,345,4.3,General Medicine | Surgery | Cardiology | Orthopedics | Gynaecology | Paediatrics,true,"Okhla Road, New Delhi 110025",https://wibest.in/hospitals/delhi/
Jaypee Hospital,Noida,Private,525,4.4,Cardiac Sciences | Oncology | Neurosciences | Liver Transplant | Kidney Transplant | Orthopedics,true,"Sector 128, Noida, Uttar Pradesh 201304",https://wibest.in/hospitals/noida/
Yatharth Super Speciality Hospital,Noida,Private,450,4.3,Cardiology | Neurosciences | Oncology | Orthopedics | Gastroenterology | Critical Care,true,"Plot No 1, Gejha Road, Sector 110, Noida, Uttar Pradesh 201304",https://wibest.in/hospitals/noida/
Metro Hospital and Heart Institute,Noida,Private,317,4.2,Cardiology | Cardiac Surgery | Neurology | Orthopedics | Nephrology | Urology,true,"L-94, Sector 11, Noida, Uttar Pradesh 201301",https://wibest.in/hospitals/noida/
Park Hospital Gurugram,Gurugram,Private,275,4.2,Cardiology | Neurosciences | Orthopedics | Oncology | Gastroenterology | Renal Sciences,true,"Q Block, South City 2, Sohna Road, Sector 47, Gurugram 122018",https://wibest.in/hospitals/gurugram/
Asian Institute of Medical Sciences,Faridabad,Private,425,4.3,Cardiology | Neurosciences | Oncology | Orthopedics | Gastroenterology | Liver Transplant,true,"Badkal Flyover Road, Sector 21A, Faridabad 121001",https://wibest.in/hospitals/faridabad/
P D Hinduja Hospital Khar,Mumbai,Trust,96,4.2,General Medicine | Cardiology | Orthopedics | Gynaecology | Paediatrics | Surgery,true,"11th Road, Khar West, Mumbai 400052",https://wibest.in/hospitals/mumbai/
Asian Heart Institute,Mumbai,Private,250,4.6,Cardiology | Cardiac Surgery | Cardiac Sciences | Critical Care,true,"G/N Block, Bandra Kurla Complex, Bandra East, Mumbai 400051",https://wibest.in/hospitals/mumbai/
Bhatia Hospital,Mumbai,Trust,200,4.3,Cardiology | Gynaecology | Paediatrics | Orthopedics | Gastroenterology | General Medicine,true,"Tardeo Road, Old Chikalwadi, Grant Road West, Mumbai 400007",https://wibest.in/hospitals/mumbai/
Kohinoor Hospital,Mumbai,Private,175,4.2,Cardiology | Orthopedics | Joint Replacement | Bariatric Surgery | Oncology | Neurology,true,"Kirol Road, Off LBS Road, Kurla West, Mumbai 400070",https://wibest.in/hospitals/mumbai/
Sir JJ Hospital,Mumbai,Government,1885,4.0,General Medicine | Surgery | Cardiology | Neurosurgery | Oncology | Trauma,false,"JJ Marg, Byculla, Mumbai 400008",https://wibest.in/hospitals/mumbai/
SRV Hospital Goregaon,Mumbai,Private,91,4.2,General Medicine | Cardiology | Orthopedics | Gynaecology | Gastroenterology | Critical Care,true,"179/180, Road No 2, Jawahar Nagar, Goregaon West, Mumbai 400062",https://wibest.in/hospitals/mumbai/
MGM New Bombay Hospital,Navi Mumbai,Trust,400,4.1,Cardiology | Neurosciences | Oncology | Orthopedics | Nephrology | Paediatrics,true,"Plot No 35, Sector 3, Vashi, Navi Mumbai 400703",https://wibest.in/hospitals/navi-mumbai/
Surya Hospital Santacruz,Mumbai,Private,200,4.4,Paediatrics | Neonatology | Gynaecology | Maternity | IVF,true,"101-102, Mangal Ashirwad, SV Road, Santacruz West, Mumbai 400054",https://wibest.in/hospitals/mumbai/
Karuna Hospital,Mumbai,Private,156,4.2,Cardiology | Orthopedics | Gynaecology | Gastroenterology | Urology | General Medicine,true,"Jeevan Bima Nagar, Near Bhagwati Hospital, Borivali West, Mumbai 400103",https://wibest.in/hospitals/mumbai/
Fortis Hiranandani Hospital Vashi,Navi Mumbai,Private,149,4.3,Cardiology | Neurosciences | Oncology | Orthopedics | Renal Sciences | Kidney Transplant,true,"Mini Sea Shore Road, Sector 10A, Vashi, Navi Mumbai 400703",https://wibest.in/hospitals/navi-mumbai/
Cytecare Cancer Hospital,Bangalore,Private,150,4.5,Oncology | Surgical Oncology | Radiation Oncology | Bone Marrow Transplant,true,"Venkatala Village, Near NMIT, Bagalur Cross, Yelahanka, Bengaluru 560064",https://wibest.in/hospitals/bangalore/
Rainbow Children's Hospital Marathahalli,Bangalore,Private,200,4.4,Paediatrics | Neonatology | Gynaecology | Maternity | IVF,true,"Survey No 8/5, KR Puram, Dr Puneeth Rajkumar Rd, Doddanekundi, Marathahalli, Bengaluru 560037",https://wibest.in/hospitals/bangalore/
Cloudnine Hospital Jayanagar,Bangalore,Private,100,4.5,Maternity | Gynaecology | Neonatology | Paediatrics | IVF,true,"#1533, 9th Main, 3rd Block, Jayanagar, Bengaluru 560011",https://wibest.in/hospitals/bangalore/
People Tree Hospitals Yeshwanthpur,Bangalore,Private,250,4.3,Cardiology | Orthopedics | Gastroenterology | Neurology | General Medicine | Critical Care,true,"2, Tumkur Rd, Next to Goraguntepalya Metro Station, Yeshwanthpur, Bengaluru 560022",https://wibest.in/hospitals/bangalore/
Apollo Spectra Hospital Koramangala,Bangalore,Private,50,4.2,Bariatric Surgery | ENT | Orthopedics | Spine | Urology | Minimal Invasive Surgery,true,"143, 1st Cross Rd, KHB Colony, 5th Block, Koramangala, Bengaluru 560034",https://wibest.in/hospitals/bangalore/
Fortis Hospital Cunningham Road,Bangalore,Private,172,4.3,Cardiology | Neurology | Orthopedics | Oncology | Gastroenterology | Nephrology,true,"14, Cunningham Road, Vasanth Nagar, Bengaluru 560052",https://wibest.in/hospitals/bangalore/
Manipal Hospital Whitefield,Bangalore,Private,284,4.4,Cardiology | Neurology | Oncology | Orthopedics | Gastroenterology | Nephrology | Transplant,true,"143, 212-215, EPIP Industrial Area, Off Hoodi Village, KR Puram Hobli, Bengaluru 560066",https://wibest.in/hospitals/bangalore/
Aster RV Hospital JP Nagar,Bangalore,Private,250,4.5,Cardiac Sciences | Neurosciences | Gastroenterology | Orthopedics | Transplant | Minimal Invasive Surgery,true,"CA-37, 24th Main, 1st Phase, JP Nagar, Bengaluru 560078",https://wibest.in/hospitals/bangalore/
HOSMAT Hospital,Bangalore,Private,200,4.3,Orthopedics | Joint Replacement | Sports Medicine | Spine | Trauma | Neurosurgery,true,"45, Magrath Rd, Richmond Town, Bengaluru 560025",https://wibest.in/hospitals/bangalore/
Kauvery Hospital Marathahalli,Bangalore,Private,120,4.3,Cardiology | Neurology | Orthopedics | Gastroenterology | Critical Care | General Medicine,true,"23713/3, Old HAL Airport Road, Munnekollal Main Rd, Marathahalli, Bengaluru 560037",https://wibest.in/hospitals/bangalore/
SIMS Hospital Vadapalani,Chennai,Private,350,4.4,Cardiology | Neurology | Oncology | Orthopedics | Gastroenterology | Liver Transplant | Nephrology,true,"No 1, Jawaharlal Nehru Salai (100 Feet Road), Vadapalani, Chennai 600026",https://wibest.in/hospitals/chennai/
Apollo Speciality Hospital OMR,Chennai,Private,118,4.3,Cardiology | Neurology | Orthopedics | Oncology | Gastroenterology | Critical Care,true,"5/639, Old Mahabalipuram Road, Perungudi, Chennai 600096",https://wibest.in/hospitals/chennai/
Frontier Lifeline Hospital,Chennai,Private,170,4.3,Cardiology | Cardiac Surgery | Cardiac Sciences | Transplant | Paediatrics,true,"R 30 C, Ambattur Industrial Estate Road, Mogappair, Chennai 600101",https://wibest.in/hospitals/chennai/
Dr Rela Institute and Medical Centre,Chennai,Private,450,4.4,Liver Transplant | Hepatology | Gastroenterology | Cardiac Sciences | Neurosciences | Oncology | Nephrology | Transplant,true,"7, CLC Works Rd, Nagappa Nagar, Chromepet, Chennai 600044",https://wibest.in/hospitals/chennai/
Dr Agarwal's Eye Hospital Cathedral Road,Chennai,Private,50,4.4,Ophthalmology | Cataract | Retina,true,"19, Cathedral Road, Gopalapuram, Chennai 600086",https://wibest.in/hospitals/chennai/
Cloudnine Hospital T Nagar,Chennai,Private,80,4.4,Maternity | Gynaecology | Neonatology | Paediatrics | IVF,true,"54, Vijaya Raghav Road, Near Hyatt Regency, T Nagar, Chennai 600017",https://wibest.in/hospitals/chennai/
Voluntary Health Services Hospital,Chennai,Trust,400,4.3,General Medicine | Cardiology | Nephrology | Diabetology | Oncology | Surgery,true,"Rajiv Gandhi Salai (OMR), Taramani, Chennai 600113",https://wibest.in/hospitals/chennai/
Lifeline Hospitals Kilpauk,Chennai,Private,100,4.2,Cardiology | Gastroenterology | Orthopedics | Bariatric Surgery | General Medicine | Surgery,true,"47/3, New Avadi Road, Alagappa Nagar, Kilpauk, Chennai 600010",https://wibest.in/hospitals/chennai/
Hindu Mission Hospital,Chennai,Trust,300,4.3,General Medicine | Cardiology | Gynaecology | Paediatrics | Orthopedics | Surgery | Diabetology,true,"103, Grand Southern Trunk Rd, New Market, West Tambaram, Chennai 600045",https://wibest.in/hospitals/chennai/
Dr Kamakshi Memorial Hospital,Chennai,Private,300,4.3,Oncology | Cardiology | Gastroenterology | Orthopedics | Transplant | Nephrology | Gynaecology,true,"No 1, Radial Road, Pallikaranai, Chennai 600100",https://wibest.in/hospitals/chennai/
Sundaram Medical Foundation,Chennai,Trust,175,4.4,General Medicine | Cardiology | Paediatrics | Gynaecology | Orthopedics | Gastroenterology | Surgery,true,"Shanthi Colony, 4th Avenue, Anna Nagar, Chennai 600040",https://wibest.in/hospitals/chennai/
AMRI Hospital Dhakuria,Kolkata,Private,350,4.1,Cardiology | Neurology | Oncology | Orthopedics | Gastroenterology | Nephrology,true,"P-4 & 5, Block A, Gariahat Road, Dhakuria, Kolkata 700029",https://wibest.in/hospitals/kolkata/
AMRI Hospital Mukundapur,Kolkata,Private,300,4.0,Cardiac Surgery | Neurosurgery | Oncology | Orthopedics | Urology | Critical Care,true,"Plot 230, Scheme XM, Mukundapur, EM Bypass, Kolkata 700099",https://wibest.in/hospitals/kolkata/
Calcutta National Medical College and Hospital,Kolkata,Government,1100,3.8,General Medicine | Surgery | Cardiology | Neurology | Paediatrics | Gynaecology | Trauma,false,"32, Gorachand Road, Beniapukur, Kolkata 700014",https://wibest.in/hospitals/kolkata/
Bhagirathi Neotia Woman and Child Care Centre,Kolkata,Private,80,4.3,Gynaecology | IVF | Maternity | Paediatrics | Neonatology,true,"D 1/2, Action Area 1, Newtown, Rajarhat, Kolkata 700156",https://wibest.in/hospitals/kolkata/
Disha Eye Hospital Barrackpore,Kolkata,Private,120,4.5,Ophthalmology | Cataract | Retina,true,"88(63A), Ghoshpara Road, Barrackpore, Kolkata 700120",https://wibest.in/hospitals/kolkata/
Susrut Eye Foundation and Research Centre,Kolkata,Trust,100,4.4,Ophthalmology | Cataract | Retina,true,"HB-36/A/1, Sector III, Salt Lake City, Kolkata 700106",https://wibest.in/hospitals/kolkata/
Institute of Child Health Kolkata,Kolkata,Trust,200,4.2,Paediatrics | Neonatology | Surgery,true,"11, Dr Biresh Guha Street, Kolkata 700017",https://wibest.in/hospitals/kolkata/
Bangur Institute of Neurosciences,Kolkata,Government,280,3.9,Neurology | Neurosurgery | Neurosciences,false,"52/1A, S N Pandit Street, Bhowanipore, Kolkata 700025",https://wibest.in/hospitals/kolkata/
Charnock Hospital,Kolkata,Private,200,4.0,Cardiology | Neurology | Orthopedics | Gastroenterology | Nephrology | Critical Care,true,"Junction of New Town & Rajarhat Main Road, Teghoria, Kolkata 700157",https://wibest.in/hospitals/kolkata/
Genesis Hospital Kolkata,Kolkata,Private,90,4.0,Cardiology | Orthopedics | Gastroenterology | General Medicine | Critical Care,true,"68, Canal Circular Road, Kankurgachi, Kolkata 700054",https://wibest.in/hospitals/kolkata/
Apollo Hospitals Hyderguda,Hyderabad,Private,200,4.2,Cardiology | Orthopedics | Gastroenterology | Urology | General Medicine,true,"6-1-71, Hyderguda, Hyderabad 500029",https://wibest.in/hospitals/hyderabad/
Citizens Specialty Hospital,Hyderabad,Private,350,4.3,Cardiac Sciences | Neurosciences | Oncology | Orthopedics | Gastroenterology | Liver Transplant,true,"1-100/CCH/A1, Nallagandla, Serilingampally, Hyderabad 500019",https://wibest.in/hospitals/hyderabad/
Olive Hospital,Hyderabad,Private,200,4.2,Cardiology | Orthopedics | Nephrology | Urology | General Medicine | Critical Care,true,"11-12-A/1, Plot No 36-39, Mehdipatnam, Hyderabad 500028",https://wibest.in/hospitals/hyderabad/
Rainbow Children's Hospital Banjara Hills,Hyderabad,Private,250,4.4,Paediatrics | Neonatology | Surgery,true,"Road No 2, Banjara Hills, Hyderabad 500034",https://wibest.in/hospitals/hyderabad/
KIMS Hospitals Kondapur,Hyderabad,Private,250,4.1,Cardiology | Neurology | Orthopedics | Gastroenterology | Critical Care,true,"1-112/86 to 89, Survey No 55, Kothaguda X Roads, Kondapur, Hyderabad 500084",https://wibest.in/hospitals/hyderabad/
Medicover Hospitals Hitech City,Hyderabad,Private,330,4.2,Cardiology | Neurology | Oncology | Orthopedics | Nephrology | Bariatric Surgery,true,"Mindspace Road, Hitech City, Madhapur, Hyderabad 500081",https://wibest.in/hospitals/hyderabad/
Aware Gleneagles Global Hospital LB Nagar,Hyderabad,Private,350,4.0,Cardiology | Neurology | Oncology | Orthopedics | Liver Transplant | Kidney Transplant,true,"1-7-1/1, Vivekananda Nagar Colony, LB Nagar, Hyderabad 500074",https://wibest.in/hospitals/hyderabad/
Pranaam Hospital,Hyderabad,Private,150,4.1,Cardiology | Orthopedics | Gastroenterology | Urology | General Medicine,true,"Madinaguda, Miyapur, Hyderabad 500049",https://wibest.in/hospitals/hyderabad/
Yashoda Hospital Malakpet,Hyderabad,Private,500,4.1,Cardiology | Neurology | Oncology | Orthopedics | Gastroenterology | Critical Care,true,"Nalgonda X Roads, Malakpet, Hyderabad 500036",https://wibest.in/hospitals/hyderabad/
Image Hospitals,Hyderabad,Private,200,4.0,Gastroenterology | Hepatology | Liver Transplant | Bariatric Surgery,true,"6-3-562/A, Erramanzil Colony, Ameerpet, Hyderabad 500082",https://wibest.in/hospitals/hyderabad/
Virinchi Hospitals,Hyderabad,Private,350,4.2,Cardiac Sciences | Neurosciences | Oncology | Orthopedics | Liver Transplant | Robotic Surgery,true,"6-3-726/B, Beside Apollo Hospital, Banjara Hills Road No 1, Hyderabad 500034",https://wibest.in/hospitals/hyderabad/
Maxivision Super Specialty Eye Hospital,Hyderabad,Private,120,4.4,Ophthalmology | Cataract | Retina,true,"8-2-545/A, Road No 7, Banjara Hills, Hyderabad 500034",https://wibest.in/hospitals/hyderabad/
Manipal Hospital Baner,Pune,Private,250,4.4,Cardiology | Neurology | Oncology | Orthopedics | Gastroenterology | Nephrology,true,"Survey No 111/11/1, Veerbhadra Nagar Rd, Baner-Mahalunge Rd, Baner, Pune 411045",https://wibest.in/hospitals/pune/
Manipal Hospital Kharadi,Pune,Private,100,4.3,General Medicine | Surgery | Orthopedics | Gynaecology | Paediatrics | Critical Care,true,"Survey No 22/2A, Near Nyati Empire, Kharadi Bypass Road, Kharadi, Pune 411014",https://wibest.in/hospitals/pune/
Poona Hospital and Research Centre,Pune,Trust,300,4.3,Cardiology | Neurology | Oncology | Orthopedics | Gastroenterology | Nephrology | Urology | Critical Care,true,"27 Sadashiv Peth, Near Alka Talkies, Pune 411030",https://wibest.in/hospitals/pune/
Inlaks and Budhrani Hospital,Pune,Trust,250,4.2,Cardiology | Oncology | Orthopedics | Gynaecology | Paediatrics | General Medicine,true,"7-9 Koregaon Park, Pune 411001",https://wibest.in/hospitals/pune/
Lokmanya Hospital Nigdi,Pimpri-Chinchwad,Private,110,4.3,Orthopedics | Joint Replacement | Spine | Sports Medicine | Trauma,true,"Sector 27, Lokmanya Tilak Road, Pradhikaran, Nigdi, Pimpri-Chinchwad 411044",https://wibest.in/hospitals/pimpri-chinchwad/
Dr D Y Patil Hospital and Research Centre,Pimpri-Chinchwad,Private,1800,4.2,Cardiology | Cardiac Surgery | Neurology | Oncology | Orthopedics | Nephrology | Kidney Transplant | Gastroenterology | Paediatrics,true,"Sant Tukaram Nagar, Pimpri, Pune 411018",https://wibest.in/hospitals/pimpri-chinchwad/
Oyster and Pearl Hospital,Pune,Private,100,4.2,Gynaecology | Maternity | Paediatrics | IVF | Neonatology | General Medicine | Surgery,true,"Survey No 1671/75, Ganeshkhind Road, Behind Pride Hotel, Shivaji Nagar, Pune 411005",https://wibest.in/hospitals/pune/
Surya Mother and Child Super Speciality Hospital,Pune,Private,110,4.4,Paediatrics | Neonatology | Gynaecology | Maternity | IVF,true,"Sr No 8, Bhujbal Chowk, Near Wakad Octroi Naka, Wakad, Pune 411057",https://wibest.in/hospitals/pune/
AIMS Multispeciality Hospital,Pune,Private,100,4.3,Cardiology | Orthopedics | Gastroenterology | Gynaecology | Paediatrics | General Medicine | Critical Care,true,"Near AIMS Square, Aundh Gaon, Aundh, Pune 411007",https://wibest.in/hospitals/pune/
Sahyadri Super Speciality Hospital Hadapsar,Pune,Private,150,4.3,Cardiology | Neurology | Orthopedics | Oncology | Gastroenterology | Critical Care,true,"S No 163, Bhosale Nagar, Hadapsar, Pune 411028",https://wibest.in/hospitals/pune/
Lifepoint Multispeciality Hospital,Pimpri-Chinchwad,Private,100,4.2,Cardiology | Orthopedics | Neurology | Gastroenterology | Gynaecology | Critical Care,true,"Survey No 145/1, Mumbai Bangalore Highway, Near Sayaji Hotel, Wakad, Pune 411057",https://wibest.in/hospitals/pimpri-chinchwad/
Sanjeevan Hospital Pune,Pune,Private,100,4.3,Orthopedics | Joint Replacement | Cardiology | General Medicine | Surgery | Gynaecology,true,"FP 23, off Karve Road, Kashibai Khilare Path, Opposite Pune Central, Erandwane, Pune 411004",https://wibest.in/hospitals/pune/
7 Orange Hospital,Pimpri-Chinchwad,Private,100,4.3,Cardiology | Cardiac Surgery | Critical Care | Orthopedics | General Medicine,true,"Pawana Nagar Housing Society, Next to Jain School, Chinchwad, Pimpri-Chinchwad 411033",https://wibest.in/hospitals/pimpri-chinchwad/
National Institute of Ophthalmology Pune,Pune,Private,50,4.5,Ophthalmology | Cataract | Retina,true,"1187/30, Off Ghole Road, Near Mahatma Phule Museum, Shivaji Nagar, Pune 411005",https://wibest.in/hospitals/pune/
Sahyadri Super Speciality Hospital Nagar Road,Pune,Private,130,4.3,Cardiology | Neurology | Orthopedics | Oncology | Critical Care,true,"Society Phase 1, Nagar Rd, Near Hermes Heritage, Shastrinagar, Yerawada, Pune 411006",https://wibest.in/hospitals/pune/
Rajasthan Hospital Ahmedabad,Ahmedabad,Trust,250,4.3,Cardiology | Critical Care | Nephrology | Orthopedics | Gastroenterology | General Medicine | Surgery,true,"Camp Road, Shahibaug, Ahmedabad 380004",https://wibest.in/hospitals/ahmedabad/
GCS Medical College and Hospital,Ahmedabad,Trust,750,4.2,Cardiology | Oncology | Neurology | Nephrology | Orthopedics | Gastroenterology | General Medicine | Paediatrics,true,"Opposite DRM Office, Near Chamunda Bridge, Naroda Road, Ahmedabad 380025",https://wibest.in/hospitals/ahmedabad/
Shalby Hospital Naroda,Ahmedabad,Private,100,4.2,Joint Replacement | Orthopedics | Cardiology | Gynaecology | General Medicine,true,"Haridarshan Cross Road, Naroda-Kathwada Road, Ahmedabad 382330",https://wibest.in/hospitals/ahmedabad/
Krishna Shalby Multispeciality Hospital,Ahmedabad,Private,210,4.3,Joint Replacement | Orthopedics | Cardiology | Neurology | Nephrology | Oncology | General Medicine,true,"Green City, 319, Ghuma Road, Bopal, Ahmedabad 380058",https://wibest.in/hospitals/ahmedabad/
Sterling Hospital Sindhubhavan,Ahmedabad,Private,120,4.3,Urology | Robotic Surgery | Oncology | Surgical Oncology | Nephrology | Kidney Transplant,true,"Off SG Highway, Auda Garden Road, Bodakdev, Ahmedabad 380054",https://wibest.in/hospitals/ahmedabad/
Asian Bariatrics Hospital,Ahmedabad,Private,50,4.6,Bariatric Surgery | Minimal Invasive Surgery | Robotic Surgery | Diabetology,true,"Block V, Mondeal Business Park, SG Highway, Thaltej, Ahmedabad 380054",https://wibest.in/hospitals/ahmedabad/
Apex Heart Institute,Ahmedabad,Private,100,4.4,Cardiology | Cardiac Surgery | Cardiac Sciences | Critical Care,true,"Mondeal Business Park, Block G-L, Sarkhej-Gandhinagar Highway, Ahmedabad 380059",https://wibest.in/hospitals/ahmedabad/
GMERS Civil Hospital Sola,Ahmedabad,Government,600,4.0,General Medicine | Surgery | Cardiology | Orthopedics | Gynaecology | Paediatrics | Trauma,false,"Sarkhej-Gandhinagar Highway, Sola, Ahmedabad 380060",https://wibest.in/hospitals/ahmedabad/
Nidhi Hospital,Ahmedabad,Private,100,4.3,Cardiology | Orthopedics | Gynaecology | Maternity | Paediatrics | General Medicine | Surgery,true,"Stadium Commerce College Road, Navrangpura, Ahmedabad 380009",https://wibest.in/hospitals/ahmedabad/
Sunflower Multispeciality Hospital,Ahmedabad,Private,52,4.4,Gynaecology | Maternity | IVF | Paediatrics | Orthopedics | General Medicine,true,"50 Nathalal Colony, Opposite PNB, Near Lakhudi Circle, Naranpura, Ahmedabad 380013",https://wibest.in/hospitals/ahmedabad/
L G Hospital,Ahmedabad,Government,600,4.0,General Medicine | Surgery | Orthopedics | Gynaecology | Paediatrics | Trauma | Burns | Critical Care,false,"Near Rambaug Fire Station, Opposite Adani Petrol Pump, Maninagar, Ahmedabad 380008",https://wibest.in/hospitals/ahmedabad/
SVP Hospital,Ahmedabad,Government,1500,4.0,Cardiology | Cardiac Surgery | Neurology | Neurosurgery | Oncology | Orthopedics | Nephrology | Trauma | Critical Care,false,"SVP Hospital Compound, Ellisbridge, Paldi, Ahmedabad 380006",https://wibest.in/hospitals/ahmedabad/
Netralaya Super Speciality Eye Hospital,Ahmedabad,Private,30,4.6,Ophthalmology | Cataract | Retina,true,"101/102, KD House, Opposite Gujarat Gas, Parimal Garden Cross Road, Ellis Bridge, Ahmedabad 380006",https://wibest.in/hospitals/ahmedabad/
Ankur Institute of Child Health,Ahmedabad,Private,50,4.5,Paediatrics | Neonatology | Critical Care,true,"Near City Gold Cinema, Behind City Gold Street, Ashram Road, Ahmedabad 380009",https://wibest.in/hospitals/ahmedabad/
Mayflower Women's Hospital,Ahmedabad,Private,60,4.5,Gynaecology | IVF | Maternity,true,"Mayflower House, Opposite Traffic Police Helmet, Near Manav Mandir, 132 Feet Ring Road & Drive In Road, Memnagar, Ahmedabad 380052",https://wibest.in/hospitals/ahmedabad/
Pulse Women's Hospital,Ahmedabad,Private,40,4.4,Gynaecology | IVF | Maternity,true,"108, Swastik Society, Behind St Xavier's Ladies Hostel, Navrangpura, Ahmedabad 380009",https://wibest.in/hospitals/ahmedabad/
Aashwi ENT Hospital,Ahmedabad,Private,25,4.5,ENT,false,"A 405/406 Himalaya Arcade, Near Vastrapur Lake, Vastrapur, Ahmedabad 380015",https://wibest.in/hospitals/ahmedabad/
Aashi ENT Hospital,Ahmedabad,Private,20,4.6,ENT,false,"201-202, Austmangal, Near Rajasthan Hospital, Shahibaug, Ahmedabad 380004",https://wibest.in/hospitals/ahmedabad/
PGIMER Chandigarh,Chandigarh,Government,1948,4.7,Cardiology | Neurology | Oncology | Transplant | Trauma,true,"Sector 12, Chandigarh 160012",https://wibest.in/hospitals/chandigarh/
Fortis Hospital Mohali,Chandigarh,Private,355,4.5,Cardiac Sciences | Neurosciences | Oncology | Orthopedics,true,"Sector 62, Phase 8, Mohali 160062",https://wibest.in/hospitals/chandigarh/
Max Super Speciality Hospital Mohali,Chandigarh,Private,220,4.4,Cardiac Sciences | Neurosciences | Oncology | Liver Transplant,true,"Phase 6, Sector 56A, Mohali 160055",https://wibest.in/hospitals/chandigarh/
Government Medical College Hospital,Chandigarh,Government,850,4.2,General Medicine | Surgery | Orthopedics | Paediatrics,true,"Sector 32, Chandigarh 160030",https://wibest.in/hospitals/chandigarh/
Cheema Medical Complex,Chandigarh,Private,120,4.3,Orthopedics | Joint Replacement | Spine,true,"Phase 4, Mohali 160059",https://wibest.in/hospitals/chandigarh/
Indus Super Speciality Hospital,Chandigarh,Private,200,4.3,Cardiology | Neurology | Orthopedics | Gastroenterology,true,"Phase 1, Industrial Area, Mohali 160055",https://wibest.in/hospitals/chandigarh/
Healing Hospital,Chandigarh,Private,180,4.4,Cardiac Sciences | Orthopedics | Gynaecology | Paediatrics,true,"Sector 34A, Chandigarh 160022",https://wibest.in/hospitals/chandigarh/
Silver Oaks Hospital,Chandigarh,Private,90,4.3,Orthopedics | Joint Replacement | General Medicine,true,"Phase 9, Mohali 160062",https://wibest.in/hospitals/chandigarh/
Ojas Super Speciality Hospital,Chandigarh,Private,150,4.2,Cardiac Sciences | Neurology | Orthopedics | Oncology,true,"Phase 7, Mohali 160061",https://wibest.in/hospitals/chandigarh/
Grecian Super Speciality Hospital,Chandigarh,Private,140,4.3,Orthopedics | Cardiac Sciences | General Medicine | Gynaecology,true,"Sector 69, Mohali 160062",https://wibest.in/hospitals/chandigarh/
Kovai Medical Center and Hospital (KMCH),Coimbatore,Private,1100,4.6,Cardiac Sciences | Neurology | Oncology | Orthopedics | Transplant,true,"Avanashi Road, Coimbatore 641014",https://wibest.in/hospitals/coimbatore/
PSG Hospitals,Coimbatore,Trust,900,4.5,Cardiac Sciences | Neurology | Oncology | Orthopedics | Paediatrics,true,"Peelamedu, Coimbatore 641004",https://wibest.in/hospitals/coimbatore/
Ganga Hospital,Coimbatore,Private,300,4.7,Orthopedics | Trauma | Plastic Surgery | Joint Replacement,true,"313, Mettupalayam Road, Coimbatore 641043",https://wibest.in/hospitals/coimbatore/
